tnydp_version,subcategory,code,project_name,country,promoter,maturity_status,new_repurposed,section_name,section_length_km,nominal_diameter_mm,max_operating_pressure_bar,hydrogen_import_capacity_gwh_per_day,importing_hydrogen_carrier_raw,conversion_efficiency_pct,storage_capacity_gwh,commissioning_year,sourcing_country,source_sheet,capacity_semantics,model_use,qa_flag
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Oude Statenzijl-Bunder Tief,1.3,750.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Bunder Tief-Achim,131.0,600.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Nüttermoor-Folmhusen,12.6,750.0,80.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Nüttermoor-EWE / Mooräcker,0.8,400.0,84.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Ganderkesee-Stahlwerke Bremen,23.2,400.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Achim-Eckel,73.3,450.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Eckel-Leversen,5.6,500.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Luttum-Lehringen,8.8,600.0,,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Kolshorn-Avacon Peine,26.9,400.0,,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,New,Achim-Lehringen,39.0,1400.0,80.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,New,Peine-Salzgitter,23.0,800.0,70.0,,,,,2027.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Lehringen-Kolshorn,70.5,800.0,80.0,,,,,2029.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,Repurposed,Weser-Lehringen,22.4,700.0,,,,,,2030.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,New,Barßel-Achim,97.0,1200.0,,,,,,2031.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1000,Hyperlink,Germany,Gasunie Deutschland Transport Services GmbH,FID,New,CS Bunde,,,,,,,,2032.0,"Domestic Production, Netherlands",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1038,H2ercules Network West,Germany,Open Grid Europe GmbH,FID,New,H2ercules Belgien (222B),26.5,1000.0,0.0,,,,,2028.0,Electrolysis; Belgium,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1366,Dutch Hydrogen Network - DRC,Netherlands,Hynetwork Services B.V.,FID,New,DRC - New,180.0,825.0,67.2,,,,,2026.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-F-1366,Dutch Hydrogen Network - DRC,Netherlands,Hynetwork Services B.V.,FID,Repurposed,DRC - Repurposed,187.0,825.0,67.2,,,,,2026.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,GetH2 Bad Bentheim-Ledgen,31.3,400.0,0.0,,,,,2025.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,GetH2 Emsbüren-Bad Bentheim,14.5,400.0,0.0,,,,,2025.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,GetH2 Heek-Epe,11.0,400.0,0.0,,,,,2025.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,GetH2 Legden-Dorsten,44.6,400.0,0.0,,,,,2027.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,GetH2 Dorsten-Marl,9.0,300.0,0.0,,,,,2027.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,Forchheim-Irsching,12.0,800.0,0.0,,,,,2027.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Nordsee-Ruhr-Link (NRL IV),22.0,1200.0,0.0,,,,,2029.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Voigtslach-Paffrath,23.1,900.0,0.0,,,,,2030.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Glehn-Voigtslach-Voigtslach,35.3,800.0,0.0,,,,,2030.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Paffrath-Niederkassel,23.6,900.0,0.0,,,,,2030.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,Lemförde-Drohne,3.5,600.0,0.0,,,,,2030.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Belgien (222C),64.5,1000.0,0.0,,,,,2031.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Gersten-Emsbüren,22.7,400.0,0.0,,,,,2031.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Gescher-Werne,56.3,900.0,0.0,,,,,2031.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Werne-Paffrath,104.2,1000.0,0.0,,,,,2031.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Rimpar-Rothenstadt,183.0,1000.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Gernsheim-Rimpar,110.1,1000.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Westhofen-Herdecke,11.9,400.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Birlinghoven-Rüsselsheim,113.9,900.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Niederkassel-Birlinghoven,14.7,900.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,Schnaitsee-Lengthal,40.6,800.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,Finsing-Schnaitsee,48.6,900.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,Verdichterstation Forchheim,0.0,0.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,Delta-Rhine-Corridor (DRC),236.0,900.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,Leitung Misburg-Ahlten,6.1,500.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,Leitung Vinnhorst-Misburg,15.1,600.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,Bottrop-Gladbeck,7.0,400.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Krefeld-Neumühl,48.0,1000.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Neumühl-Bruckhausen,4.0,1000.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-0,H2ercules Network Central,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Werne-Ummeln,72.9,600.0,0.0,,,,,2032.0,"Electrolysis; e.g. Norway, Netherlands, Belgium, Iberian Peninsula; North Africa",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-418,Connection Fiume Treste Livello F,Italy,Snam Rete Gas Spa,Advanced,New,Connection to Fiume Treste,57.0,1050.0,75.0,,,,,2031.0,Electrolysis; SMR; Tunisia,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-555,Apulia H2 Backbone,Italy,Snam S.p.A.,Advanced,Repurposed,Palagiano Brindisi  Repurposing,77.0,450.0,24.0,,,,,2027.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-555,Apulia H2 Backbone,Italy,Snam S.p.A.,Advanced,Repurposed,Brindisi Branch,7.4,300.0,24.0,,,,,2027.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-555,Apulia H2 Backbone,Italy,Snam S.p.A.,Advanced,New,Connections,7.0,150.0,24.0,,,,,2027.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-555,Apulia H2 Backbone,Italy,Snam S.p.A.,Advanced,New,Taranto Branch,17.0,600.0,24.0,,,,,2027.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-693,Dutch Hydrogen Network - North East,Netherlands,Hynetwork services B.V.,Advanced,New,North East - New,73.0,1050.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-693,Dutch Hydrogen Network - North East,Netherlands,Hynetwork services B.V.,Advanced,Repurposed,North East - Repurposed,322.0,1050.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-694,Dutch Hydrogen Network - South West,Netherlands,Hynetwork services B.V.,Advanced,New,South West - New,52.0,725.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-694,Dutch Hydrogen Network - South West,Netherlands,Hynetwork services B.V.,Advanced,Repurposed,South West - Repurposed,83.0,725.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-696,Spanish Hydrogen Backbone: Coruña-Zamora,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Coruña-Zamora link,370.0,406.4,100.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-699,Spanish Hydrogen Backbone: Castilla y León,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Castilla y Leon,298.0,762.0,100.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-708,Belgian Hydrogen Backbone - Interconnection BE-DE,Belgium,Fluxys Hydrogen NV/SA,Advanced,New,Berneau-Eynatten,34.0,600.0,66.2,,,,,2029.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-708,Belgian Hydrogen Backbone - Interconnection BE-DE,Belgium,Fluxys Hydrogen NV/SA,Advanced,New,Antwerp-Berneau,180.0,900.0,66.2,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-738,Delta Rhine Corridor H2 Germany North,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules St. Hubert-Glehn,29.6,900.0,0.0,,,,,2030.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-738,Delta Rhine Corridor H2 Germany North,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Elten-St.Hubert,68.1,900.0,0.0,,,,,2030.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-738,Delta Rhine Corridor H2 Germany North,Germany,Open Grid Europe GmbH,Advanced,New,Delta-Rhine-Corridor (DRC),50.0,900.0,0.0,,,,,2032.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-757,H2 Backbone WAG + Penta West,Austria,GAS CONNECT AUSTRIA GmbH,Advanced,New,H2 Backbone WAG + Penta West,200.0,1200.0,50.0,,,,,2031.0,"No restriction concerning potential supply sources, especially in case of LH2",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-757,H2 Backbone WAG + Penta West,Austria,GAS CONNECT AUSTRIA GmbH,Advanced,Repurposed,H2 Backbone WAG + Penta West,140.0,1200.0,50.0,,,,,2031.0,"No restriction concerning potential supply sources, especially in case of LH2",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-796,Flow - Making Hydrogen Happen (East),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,pipeline section North,283.0,1400.0,0.0,,,,,2025.0,"Electrolysis; Northern Europe (e.g. Finland), Germany, hydrogen imported via ship from worldwide sources, Ukraine, Southern Europe",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-796,Flow - Making Hydrogen Happen (East),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,pipeline section South,197.0,1400.0,0.0,,,,,2029.0,"Electrolysis; Northern Europe (e.g. Finland), Germany, hydrogen imported via ship from worldwide sources, Ukraine, Southern Europe",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,JAGAL,114.0,1200.0,0.0,,,,,2025.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,STEGAL West,61.7,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,STEGAL West,9.9,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,STEGAL-LOOP,96.9,1000.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,New,Flow2H2ercules Lampertheim-Ludwigshafen (HYLU),10.0,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,New,Kienbaum-Hennickendorf,0.8,1200.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,New,Bobbau-Rückersdorf (HYBOR),120.0,500.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,STEGAL West,47.2,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,STEGAL West,96.4,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,Repurposed,MIDAL Süd,200.2,800.0,0.0,,,,,2029.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,New,Flow2H2ercules Ludwigshafen-Karlsruhe (HYKA),59.0,800.0,0.0,,,,,2030.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-849,Flow - Making Hydrogen Happen (West),Germany,GASCADE Gastransport GmbH,Advanced,New,Edesbüttel-Bobbau (HYMI),142.0,1200.0,0.0,,,,,2030.0,"Electrolysis; Scandinavian Baltic Sea, national production in Germany, via reverse flow through connected projects from France and Austria",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-868,SLOH2 Backbone - AT-SI H2 Interconnection,Slovenia,Plinovodi d.o.o.,Advanced,Repurposed,Ceršak - Vodice,163.0,800.0,70.0,,,,,2035.0,Electrolysis; SMR; Prolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,Weiden-Marsdorf,3.6,400.0,94.0,,,,,2029.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,Stotzheim-Kalscheuren,4.0,400.0,94.0,,,,,2029.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,New,Oberaußem-Weiden,12.6,400.0,80.0,,,,,2029.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,New,Marsdorf-Stotzheim,3.4,400.0,80.0,,,,,2029.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,New,Kalscheuren-Wesseling,9.5,400.0,80.0,,,,,2029.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
