tnydp_version,subcategory,code,project_name,country,promoter,maturity_status,new_repurposed,section_name,section_length_km,nominal_diameter_mm,max_operating_pressure_bar,hydrogen_import_capacity_gwh_per_day,importing_hydrogen_carrier_raw,conversion_efficiency_pct,storage_capacity_gwh,commissioning_year,sourcing_country,source_sheet,capacity_semantics,model_use,qa_flag
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,Elten-St. Hubert,68.1,900.0,70.0,,,,,2030.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,Glehn-Voigtslach,35.3,800.0,70.0,,,,,2030.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,St. Hubert-Glehn,29.6,900.0,70.0,,,,,2030.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-876,IP Elten/Zevenaar - Cologne,Germany,Thyssengas GmbH,Advanced,Repurposed,Voigtslach-Paffrath,23.1,900.0,70.0,,,,,2030.0,Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-892,HySoW connection to Lannemezan,France,Teréga,Advanced,New,Lias to Lannemezan,100.0,150.0,66.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-906,Vlieghuis - Ochtrup,Germany,Thyssengas GmbH,Advanced,Repurposed,Vlieghuis-Kalle,9.9,400.0,84.0,,,,,2027.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-906,Vlieghuis - Ochtrup,Germany,Thyssengas GmbH,Advanced,Repurposed,Kalle-Ochtrup,49.1,600.0,70.0,,,,,2027.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-917,Emsbüren - Leverkusen,Germany,Thyssengas GmbH,Advanced,New,Emsbüren-Dorsten,87.0,1200.0,70.0,,,,,2027.0,Netherlands and any country to export hydrogen to the hub in Wilhelmshaven,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-917,Emsbüren - Leverkusen,Germany,Thyssengas GmbH,Advanced,New,Dorsten-Recklinghausen,20.0,1200.0,80.0,,,,,2031.0,Netherlands and any country to export hydrogen to the hub in Wilhelmshaven,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-917,Emsbüren - Leverkusen,Germany,Thyssengas GmbH,Advanced,New,Recklinghausen-Leverkusen,80.6,1000.0,80.0,,,,,2031.0,Netherlands and any country to export hydrogen to the hub in Wilhelmshaven,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-933,Hyperlink 4,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,Wilhelmshaven - Wardenburg,78.0,1200.0,84.0,,,,,2027.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-969,RHYN,France,NaTran,Advanced,Repurposed,RHYn – phase 1 - Fessenheim –Ottmarsheim,26.0,400.0,51.0,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-969,RHYN,France,NaTran,Advanced,New,RHYn – phase 4 – Fessenheim (FR) - Tunsel (DE),5.0,400.0,51.0,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-969,RHYN,France,NaTran,Advanced,New,RHYn – phase 3 – Fessenheim -Marckolsheim,38.0,400.0,51.0,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-969,RHYN,France,NaTran,Advanced,New,RHYn – phase 2 – Ottmarsheim -Basel Airport,21.0,400.0,51.0,,,,,2034.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-986,H2 Readiness of the TAG pipeline system,Austria,TAG GmbH,Advanced,Repurposed,H2 Readiness of the TAG pipeline system,380.0,1050.0,50.0,,,,,2031.0,"Main Sources: Tunesia & Algeria, Greece as potential additional source; Possibly Ukraine in reverse flow",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-991,AquaDuctus,Germany,AquaDuctus Pipeline GmbH,Advanced,New,AquaDuctus - SEN-1 connection,203.0,1200.0,0.0,,,,,2030.0,"H2Production in the German EEZ of the North Sea, H2imports from UK, Denmark, the Netherlands and potentially Norway",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-991,AquaDuctus,Germany,AquaDuctus Pipeline GmbH,Advanced,New,AquaDuctus AWZ connection,221.0,1200.0,0.0,,,,,2030.0,"H2Production in the German EEZ of the North Sea, H2imports from UK, Denmark, the Netherlands and potentially Norway",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-991,AquaDuctus,Germany,AquaDuctus Pipeline GmbH,Advanced,New,AquaDuctus onshore connection,92.0,1400.0,0.0,,,,,2030.0,"H2Production in the German EEZ of the North Sea, H2imports from UK, Denmark, the Netherlands and potentially Norway",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Fockbek-Ellund,63.5,900.0,80.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Fockbek-Quarnstedt,47.0,700.0,80.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Quarnstedt-Klein Offeseth,16.0,750.0,80.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Heidenau-Elbe-Süd,37.5,600.0,70.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Elbe-Süd-Elbe-Nord,2.7,750.0,70.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Elbe-Nord-Heist,8.3,600.0,70.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,Klein Offenseth-Heist,15.0,900.0,80.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Helmste - Stade,14.5,600.0,70.0,,,,,2028.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Weißenfelde - Harsefeld,54.0,500.0,70.0,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Heidenau-Elbe-Süd,40.2,600.0,80.0,,,,,2031.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,Repurposed,Achim-Heidenau,52.6,750.0,70.0,,,,,2031.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,Brunsbüttel-Hemingstedt,37.5,600.0,80.0,,,,,2031.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,Ellund-Niebüll,29.6,400.0,80.0,,,,,2031.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,CS Ellund,,,,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1001,Danish-German  Hydrogen  Network; German Part - HyPerLink Phase III,Germany,Gasunie Deutschland Transport Services GmbH,Advanced,New,CS Achim,,,,,,,,2032.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Wilhelmshaven-Küsten-Leitung (WKL),12.1,1000.0,0.0,,,,,2027.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Nordsee-Ruhr-Link (NRL I),20.8,1400.0,0.0,,,,,2027.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Nordsee-Ruhr-Link (NRL III),121.2,1200.0,0.0,,,,,2027.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Wettringen-Albachten,43.6,800.0,0.0,,,,,2030.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Ascheberg-Werne,8.8,800.0,0.0,,,,,2030.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Neumühl-Werne,67.6,1000.0,0.0,,,,,2032.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Werne-Hamm,42.5,1000.0,0.0,,,,,2032.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1037,H2ercules Network North,Germany,Open Grid Europe GmbH,Advanced,New,H2ercules Nordsee-Ruhr-Link (NRL V),1.4,1000.0,0.0,,,,,2032.0,"Electrolysis; Norway, The Netherlands; Others via ship",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1075,H2ercules Network North-West,Germany,Open Grid Europe GmbH,Advanced,New,GetH2  Dorsten-Hamborn,42.0,600.0,,,,,,2027.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1075,H2ercules Network North-West,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Gescher-Dorsten,31.6,800.0,0.0,,,,,2031.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1075,H2ercules Network North-West,Germany,Open Grid Europe GmbH,Advanced,Repurposed,H2ercules Vreden-Gescher,13.1,1000.0,0.0,,,,,2031.0,Electrolysis; The Netherlands,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1096,RHYn Interco,Germany,terranets bw GmbH,Advanced,New,Section 1 - Rhine crossing,15.0,400.0,70.0,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1096,RHYn Interco,Germany,terranets bw GmbH,Advanced,New,Section 5 - Offenburg to Kehl,15.0,250.0,70.0,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1096,RHYn Interco,Germany,terranets bw GmbH,Advanced,Repurposed,Section 4 - Freiburg to Offenburg,60.0,400.0,,,,,,2035.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1096,RHYn Interco,Germany,terranets bw GmbH,Advanced,Repurposed,Section 2 - Tunsel to Freiburg,20.0,400.0,,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1096,RHYn Interco,Germany,terranets bw GmbH,Advanced,Repurposed,Section 3 - Freiburg area,10.0,400.0,,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 1: Valle del Ebro link,524.0,762.0,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 1: Levante link (New),206.0,406.4,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,Repurposed,Axis 1: Levante link (Repurposed),296.0,508.0,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Via de la Plata link (New),592.0,660.4,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,Repurposed,Axis 2:  Via de la Plata link (Repurposed),250.0,660.4,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Puertollano link,192.0,762.0,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 1: Cornisa Cantabrica,453.0,762.0,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 1: Villar de Arnedo compressor station,,,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Zamora compressor station,,,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 1: Tivissa compressor station,,,,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1149,Spanish Hydrogen Backbone 2030,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Alcazar de San Juan - Montesa,266.0,762.0,100.0,,,,,2029.0,Electrolysis; Portugal,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1171,Nordic Hydrogen Route – Bothnian Bay (SE),Sweden,Nordion Energi H2 AB,Advanced,New,Övik-Boden,424.0,813.0,80.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1171,Nordic Hydrogen Route – Bothnian Bay (SE),Sweden,Nordion Energi H2 AB,Advanced,New,Kiruna-Luleå,390.0,813.0,80.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1171,Nordic Hydrogen Route – Bothnian Bay (SE),Sweden,Nordion Energi H2 AB,Advanced,New,Haparanda-Boden,151.0,813.0,80.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1178,HYROW,Germany,GASCADE Gastransport GmbH,Advanced,New,Rostock-Wrangelsburg,105.0,1000.0,80.0,,,,,2028.0,Electrolysis; Biogas; hydrogen from sources all over the world,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1205,Italian H2 Backbone,Italy,Snam Rete Gas S.p.A.,Advanced,New,New Pipelines - First Phase,800.0,1200.0,75.0,,,,,2031.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1205,Italian H2 Backbone,Italy,Snam Rete Gas S.p.A.,Advanced,Repurposed,Repurposed Pipelines - First Phase,1140.0,1200.0,75.0,,,,,2031.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1205,Italian H2 Backbone,Italy,Snam Rete Gas S.p.A.,Advanced,New,Compression Stations - First Phase,0.0,0.0,75.0,,,,,2031.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1205,Italian H2 Backbone,Italy,Snam Rete Gas S.p.A.,Advanced,New,Compression Stations - Second Phase,0.0,0.0,75.0,,,,,2034.0,"Electrolysis; SMR; Algeria; Tunisia; Greece; potential terminals (green ammonia; liquefied H2, etc)",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1206,HU/SK hydrogen corridor,Hungary,FGSZ Ltd.,Advanced,New,Százhalombatta Entry - DUFI exit,8.0,600.0,75.0,,,,,2030.0,"Electrolysis; Import from Slovakia direction and upstream countries eg. North Africa>IT>AT>SK; import from UA, import from RO direction.",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1206,HU/SK hydrogen corridor,Hungary,FGSZ Ltd.,Advanced,New,HU/SK border - Vecsés,92.0,800.0,75.0,,,,,2032.0,"Electrolysis; Import from Slovakia direction and upstream countries eg. North Africa>IT>AT>SK; import from UA, import from RO direction.",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1206,HU/SK hydrogen corridor,Hungary,FGSZ Ltd.,Advanced,New,Vecsés-Százhalombatta Entry; DUFI exit-Ercsi,109.0,600.0,75.0,,,,,2032.0,"Electrolysis; Import from Slovakia direction and upstream countries eg. North Africa>IT>AT>SK; import from UA, import from RO direction.",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1220,Spanish Hydrogen Backbone: Huelva-Cadiz,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Huelva-Cádiz,228.0,762.0,100.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1236,"DK Hydrogen Pipeline, West DK Hydrogen System",Denmark,Energinet,Advanced,Repurposed,Ellund-Egtved,88.0,762.0,45.0,,,,,2029.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1236,"DK Hydrogen Pipeline, West DK Hydrogen System",Denmark,Energinet,Advanced,New,Esbjerg-Veerst,45.0,914.0,90.0,,,,,2029.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1236,"DK Hydrogen Pipeline, West DK Hydrogen System",Denmark,Energinet,Advanced,New,Fredericia-Ll. Torup Storage,226.0,914.0,90.0,,,,,2033.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1291,Hynframed,France,NaTran,Advanced,New,phase 1 - Fos Lavera La Mede loop,50.0,400.0,67.7,,,,,2030.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1365,Dutch Hydrogen Network - North West,Netherlands,Hynetwork Services B.V.,Advanced,New,North West - New,93.0,900.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1365,Dutch Hydrogen Network - North West,Netherlands,Hynetwork Services B.V.,Advanced,Repurposed,North West - Repurposed,247.0,900.0,67.2,,,,,2029.0,"Denmark, South Africa, Namibia, Chile, Brazil, Oman, Saudi Arabia, USA",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1368,Spanish Hydrogen Backbone: Castilla - La Mancha & Conexión Madrid,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Axis 2: Puertollano - Alcazar de San Juan - Madrid,319.0,406.4,100.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1368,Spanish Hydrogen Backbone: Castilla - La Mancha & Conexión Madrid,Spain,Enagás Infraestructuras de Hidrógeno,Advanced,New,Montesa Compressor Station,0.0,0.0,0.0,,,,,2031.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-A-1399,Belgian Hydrogen Backbone - Tie-in Antwerp NH3 Terminals,Belgium,Fluxys Hydrogen NV/SA,Advanced,New,Average tie-in for the connection of a NH3 terminal in Antwerp to the Belgian hydrogen backbone.,2.0,400.0,66.2,,,,,2029.0,,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-66,Interconnection Croatia-Bosnia and Herzegovina (Slobodnica-Bosanski Brod),Croatia,Plinacro Ltd,Less-Advanced,New,Slobodnica-B.Brod (BiH),5.0,700.0,75.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-68,H2 Ionian Adriatic Pipeline,Croatia,Plinacro Ltd,Less-Advanced,New,IAP MONTENEGRO,94.0,800.0,75.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-68,H2 Ionian Adriatic Pipeline,Croatia,Plinacro Ltd,Less-Advanced,New,IAP ALBANIA,167.0,800.0,85.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-68,H2 Ionian Adriatic Pipeline,Croatia,Plinacro Ltd,Less-Advanced,New,IAP CROATIA,200.0,800.0,75.0,,,,,2030.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-70,Interconnection Croatia/Serbia (Slobodnica-Sotin-Bačko Novo Selo),Croatia,Plinacro Ltd,Less-Advanced,New,Vukovar-Osijek,30.0,500.0,50.0,,,,,2029.0,"Electrolysis; it will be H2 from Croatian transport system, Croatian LH2T",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-70,Interconnection Croatia/Serbia (Slobodnica-Sotin-Bačko Novo Selo),Croatia,Plinacro Ltd,Less-Advanced,New,Negoslavci-Sotin-B.N.Selo (Srb.),15.0,800.0,75.0,,,,,2030.0,"Electrolysis; it will be H2 from Croatian transport system, Croatian LH2T",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-70,Interconnection Croatia/Serbia (Slobodnica-Sotin-Bačko Novo Selo),Croatia,Plinacro Ltd,Less-Advanced,New,Slobodnica-Negoslavci,87.0,800.0,75.0,,,,,2032.0,"Electrolysis; it will be H2 from Croatian transport system, Croatian LH2T",H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-302,Interconnection Croatia-Bosnia and Herzegovina (South),Croatia,Plinacro Ltd,Less-Advanced,New,Zagvozd -Imotski,22.0,500.0,75.0,,,,,2028.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
2026,H2T,H2T-N-302,Interconnection Croatia-Bosnia and Herzegovina (South),Croatia,Plinacro Ltd,Less-Advanced,New,Split (Dugopolje)-Zagvozd,55.0,800.0,75.0,,,,,2028.0,Electrolysis;,H2T,route attribute; hydraulic capacity not supplied in this sheet,route_and_project_status_only,
