failed,free_unmet_pct,mapping_unmet_pct
none,14.473418510995506,18.19006386522588
LH2_Tk_BE,32.284847466618615,47.93457160766674
LH2_Tk_DE,18.19006386522588,24.71078225732929
LH2_Tk_DEbp,14.473418510995506,24.71078225732929
LH2_Tk_NL,48.085049724407604,63.73477386545574
