method,selection,worst_unmet_pct,sum_unmet_gwh
exact_minimax,LH2_Tk_BE;LH2_Tk_DE;LH2_Tk_FRSW;LH2_Tk_NL,14.473418510995506,92836.2261352552
central_optimum,LH2_Tk_BE;LH2_Tk_FRSW;LH2_Tk_NL;LH2_Tk_PLN,24.71078225732929,100285.75670157744
capacity_rank,LH2_Tk_BE;LH2_Tk_DE;LH2_Tk_FRn;LH2_Tk_NL,14.473418510995506,92836.2261352552
greedy,LH2_Tk_BE;LH2_Tk_DE;LH2_Tk_FRSW;LH2_Tk_NL,14.473418510995506,92836.2261352552
