candidate_key,worst_dcr_pct,mean_dcr_pct,total_unmet_gwh,failure_scenarios,delta_worst_dcr_pp
LH2_Tk_NL|NLh2,77.89467764213327,55.37461275962028,968072.7739815089,12,22.178599669550287
LH2_Tk_BE|BEh2,70.20055991536198,46.24833335525117,835577.7739815089,12,14.484481942778991
LH2_Tk_DE|DEh2,63.33691838767076,29.689290763704985,506220.18845542375,12,7.62084041508777
LH2_Tk_FRn|FRh2N,55.716077972582994,24.406374968723416,428110.1884554238,12,7.105427357601002e-15
