candidate_key,terminal_node,backbone_node,country,selected,scenario_count,mean_flow_gwh,max_flow_gwh,mean_utilisation_pct,max_utilisation_pct
LH2_Tk_BE|BEh2,LH2_Tk_BE,BEh2,Belgium,True,12,42051.3599117787,70664.0,94.19380435834188,100.0
LH2_Tk_DE|DEh2,LH2_Tk_DE,DEh2,Germany,True,12,15676.75,19965.5,100.0,100.0
LH2_Tk_FRn|FRh2N,LH2_Tk_FRn,FRh2N,France,True,6,17520.0,17520.0,100.0,100.0
LH2_Tk_NL|NLh2,LH2_Tk_NL,NLh2,Netherlands,True,12,54939.77221539507,81249.0,97.22368547969215,100.0
LH2_Tk_DEbp|DEh2bp,LH2_Tk_DEbp,DEh2bp,Germany,False,0,0.0,0.0,0.0,0.0
LH2_Tk_FRSW|FRh2SW,LH2_Tk_FRSW,FRh2SW,France,False,0,0.0,0.0,0.0,0.0
LH2_Tk_FRW|FRh2,LH2_Tk_FRW,FRh2,France,False,0,0.0,0.0,0.0,0.0
LH2_Tk_ITa|IB-ITh2,LH2_Tk_ITa,IB-ITh2,Italy,False,0,0.0,0.0,0.0,0.0
LH2_Tk_PLN|PLh2N,LH2_Tk_PLN,PLh2N,Poland,False,0,0.0,0.0,0.0,0.0
