draw,seed,selection,worst_dcr_pct,mean_dcr_pct,total_unmet_gwh
109,20260907,LH2_Tk_DE|DEh2;LH2_Tk_FRn|FRh2N;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,70.20055991536198,43.95420517728127,796814.7739815089
110,20260907,LH2_Tk_DE|DEh2;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,70.20055991536198,48.89080189210619,901934.773981509
111,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2,100.0,95.06340328517508,1710044.7739815088
112,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_NL|NLh2,77.82140033044973,56.75298274577244,1023698.773981509
113,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_PLN|PLh2N,100.0,92.76927510720516,1671281.7739815088
114,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2,77.82140033044973,61.68957946059735,1128818.7739815088
115,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_ITa|IB-ITh2;LH2_Tk_PLN|PLh2N,100.0,97.70587182203012,1776401.7739815088
116,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRW|FRh2;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044973,59.39545128262745,1090055.7739815088
117,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2,77.82140033044973,56.75298274577244,1023698.773981509
118,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2;LH2_Tk_PLN|PLh2N,100.0,92.76927510720516,1671281.7739815088
119,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRn|FRh2N;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044972,54.45885456780254,984935.7739815089
120,20260907,LH2_Tk_FRSW|FRh2SW;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044973,59.39545128262745,1090055.7739815088
121,20260907,LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2,77.82140033044973,56.75298274577244,1023698.773981509
122,20260907,LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2;LH2_Tk_PLN|PLh2N,100.0,92.76927510720516,1671281.7739815088
123,20260907,LH2_Tk_FRW|FRh2;LH2_Tk_FRn|FRh2N;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044972,54.45885456780254,984935.7739815089
124,20260907,LH2_Tk_FRW|FRh2;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044973,59.39545128262745,1090055.7739815088
125,20260907,LH2_Tk_FRn|FRh2N;LH2_Tk_ITa|IB-ITh2;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,77.82140033044972,54.45885456780254,984935.7739815089
