draw,seed,selection,worst_dcr_pct,mean_dcr_pct,total_unmet_gwh
0,20260907,LH2_Tk_BE|BEh2;LH2_Tk_DEbp|DEh2bp;LH2_Tk_FRSW|FRh2SW;LH2_Tk_FRn|FRh2N;LH2_Tk_NL|NLh2;LH2_Tk_PLN|PLh2N,63.33691838767076,26.363471047701726,450192.68845542375
