candidate_key,worst_dcr_pct,mean_dcr_pct,total_unmet_gwh,failure_scenarios,delta_worst_dcr_pp
LH2_Tk_NL|NLh2,77.89467764213327,51.39553168257643,900839.7739815089,12,22.17859966955028
LH2_Tk_BE|BEh2,70.20055991536198,42.26925227820734,768344.7739815089,12,14.484481942778984
LH2_Tk_DE|DEh2,63.33691838767076,26.363471047701722,450192.6884554237,12,7.620840415087763
LH2_Tk_DEbp|DEh2bp,55.716077972582994,19.699269282603513,328146.7285438074,12,0.0
LH2_Tk_FRn|FRh2N,55.716077972582994,21.080555252720156,372082.68845542375,12,0.0
LH2_Tk_PLN|PLh2N,55.716077972582994,20.13453065787399,335008.7285438074,12,0.0
